#version: TeamCity
#If you change this file, it will not be automatically updated after the next release,
#item,id,metadata
darkwoodleaf,18,5
dtreeleaf,18,5
dlogleaf,18,5
dtrunkleaf,18,5
dwoodleaf,18,5
birchleaves,18,6
birchleaf,18,6
bleaves,18,6
bleaf,18,6
birchtreeleaves,18,6
birchlogleaves,18,6
birchtrunkleaves,18,6
birchwoodleaves,18,6
btreeleaves,18,6
blogleaves,18,6
btrunkleaves,18,6
bwoodleaves,18,6
lightleaves,18,6
lightleaf,18,6
lleaves,18,6
lleaf,18,6
lighttreeleaves,18,6
lightlogleaves,18,6
lighttrunkleaves,18,6
lightwoodleaves,18,6
ltreeleaves,18,6
llogleaves,18,6
ltrunkleaves,18,6
lwoodleaves,18,6
whiteleaves,18,6
whiteleaf,18,6
wleaves,18,6
wleaf,18,6
whitetreeleaves,18,6
whitelogleaves,18,6
whitetrunkleaves,18,6
whitewoodleaves,18,6
wtreeleaves,18,6
wlogleaves,18,6
wtrunkleaves,18,6
wwoodleaves,18,6
birchtreeleaf,18,6
birchlogleaf,18,6
birchtrunkleaf,18,6
birchwoodleaf,18,6
btreeleaf,18,6
blogleaf,18,6
btrunkleaf,18,6
bwoodleaf,18,6
lighttreeleaf,18,6
lightlogleaf,18,6
lighttrunkleaf,18,6
lightwoodleaf,18,6
ltreeleaf,18,6
llogleaf,18,6
ltrunkleaf,18,6
lwoodleaf,18,6
whitetreeleaf,18,6
whitelogleaf,18,6
whitetrunkleaf,18,6
whitewoodleaf,18,6
wtreeleaf,18,6
wlogleaf,18,6
wtrunkleaf,18,6
wwoodleaf,18,6
jungleleaves,18,7
jungleleaf,18,7
jleaves,18,7
jleaf,18,7
jungletreeleaves,18,7
junglelogleaves,18,7
jungletrunkleaves,18,7
junglewoodleaves,18,7
jtreeleaves,18,7
jlogleaves,18,7
jtrunkleaves,18,7
jwoodleaves,18,7
forestleaves,18,7
forestleaf,18,7
fleaves,18,7
fleaf,18,7
foresttreeleaves,18,7
forestlogleaves,18,7
foresttrunkleaves,18,7
forestwoodleaves,18,7
ftreeleaves,18,7
flogleaves,18,7
ftrunkleaves,18,7
fwoodleaves,18,7
jungletreeleaf,18,7
junglelogleaf,18,7
jungletrunkleaf,18,7
junglewoodleaf,18,7
jtreeleaf,18,7
jlogleaf,18,7
jtrunkleaf,18,7
jwoodleaf,18,7
foresttreeleaf,18,7
forestlogleaf,18,7
foresttrunkleaf,18,7
forestwoodleaf,18,7
ftreeleaf,18,7
flogleaf,18,7
ftrunkleaf,18,7
fwoodleaf,18,7
sponge,19,0
glass,20,0
lapislazuliore,21,0
lapislazulio,21,0
orelapislazuli,21,0
olapislazuli,21,0
lapisore,21,0
lapiso,21,0
orelapis,21,0
olapis,21,0
lore,21,0
orel,21,0
lapislazuliblock,22,0
blocklapislazuli,22,0
lapisblock,22,0
blocklapis,22,0
lblock,22,0
blockl,22,9
dispenser,23,0
dispense,23,0
sandstone,24,0
sastone,24,0
csandstone,24,1
csastone,24,1
creepsandstone,24,1
creepsastone,24,1
creepersandstone,24,1
creepersastone,24,1
hieroglyphicsandstone,24,1
hieroglyphicsastone,24,1
hieroglyphsandstone,24,1
hieroglyphsastone,24,1
hsandstone,24,1
hsastone,24,1
pyramidsandstone,24,1
pyramidsastone,24,1
psandstone,24,1
psastone,24,1
smoothsandstone,24,2
smoothsastone,24,2
ssandstone,24,2
smsastone,24,2
ssastone,24,2
noteblock,25,0
musicblock,25,0
nblock,25,0
mblock,25,0
bedblock,26,0
poweredtrack,27,0
poweredrail,27,0
boostertrack,27,0
boosterrail,27,0
powertrack,27,0
powerrail,27,0
boosttrack,27,0
boostrail,27,0
ptrack,27,0
prail,27,0
btrack,27,0
brail,27,0
detectortrack,28,0
detectorrail,28,0
detectingtrack,28,0
detectingrail,28,0
detecttrack,28,0
detectrail,28,0
dtrack,28,0
drail,28,0
stickypistonbase,29,7
stickypiston,29,7
stickpistonbase,29,7
stickpiston,29,7
stickyp,29,7
spistonbase,29,7
spiston,29,7
pistonstickybase,29,7
pistonsticky,29,7
pistonstickbase,29,7
pistonstick,29,7
pistonsbase,29,7
pistons,29,7
psticky,29,7
pstick,29,7
spiderweb,30,0
sweb,30,0
web,30,0
longgrass,31,1
tallgrass,31,1
wildgrass,31,1
grasslong,31,1
grasstall,31,1
grasswild,31,1
lgrass,31,1
tgrass,31,1
wgrass,31,1
fern,31,2
bush,31,2
deadshrub,32,0
dshrub,32,0
deadbush,32,0
dbush,32,0
deadsapling,32,0
normalpistonbase,33,7
normalpiston,33,7
normpistonbase,33,7
normpiston,33,7
npistonbase,33,7
npiston,33,7
pistonnormalbase,33,7
pistonnormal,33,7
pistonnormbase,33,7
pistonnorm,33,7
pistonnbase,33,7
pistonn,33,7
pistonbase,33,7
piston,33,7
pistonblock,33,7
pistonextensionnormal,34,0
pistonextension,34,0
pistonextnormal,34,0
pistonext,34,0
pistonenormal,34,0
pistone,34,0
extensionpistonnormal,34,0
extensionpiston,34,0
extpistonnormal,34,0
extpiston,34,0
epistonnormal,34,0
episton,34,0
whitecloth,35,0
whitewool,35,0
whitecotton,35,0
wcloth,35,0
wwool,35,0
wcotton,35,0
cloth,35,0
wool,35,0
cotton,35,0
orangecloth,35,1
orangewool,35,1
orangecotton,35,1
ocloth,35,1
owool,35,1
ocotton,35,1
magentacloth,35,2
magentawool,35,2
magentacotton,35,2
mcloth,35,2
mwool,35,2
mcotton,35,2
lightbluecloth,35,3
lightbluewool,35,3
lightbluecotton,35,3
lbluecloth,35,3
lbluewool,35,3
lbluecotton,35,3
lightblucloth,35,3
lightbluwool,35,3
lightblucotton,35,3
lblucloth,35,3
lbluwool,35,3
lblucotton,35,3
yellowcloth,35,4
yellowwool,35,4
yellowcotton,35,4
ycloth,35,4
ywool,35,4
ycotton,35,4
lightgreencloth,35,5
lightgreenwool,35,5
lightgreencotton,35,5
lgreencloth,35,5
lgreenwool,35,5
lgreencotton,35,5
lightgrecloth,35,5
lightgrewool,35,5
lightgrecotton,35,5
lgrecloth,35,5
lgrewool,35,5
lgrecotton,35,5
limecloth,35,5
limewool,35,5
limecotton,35,5
lcloth,35,5
lwool,35,5
lcotton,35,5
pinkcloth,35,6
pinkwool,35,6
pinkcotton,35,6
picloth,35,6
piwool,35,6
picotton,35,6
graycloth,35,7
graywool,35,7
graycotton,35,7
gracloth,35,7
grawool,35,7
gracotton,35,7
lightgraycloth,35,8
lightgraywool,35,8
lightgraycotton,35,8
lgraycloth,35,8
lgraywool,35,8
lgraycotton,35,8
lightgracloth,35,8
lightgrawool,35,8
lightgracotton,35,8
lgracloth,35,8
lgrawool,35,8
lgracotton,35,8
cyancloth,35,9
cyanwool,35,9
cyancotton,35,9
ccloth,35,9
cwool,35,9
ccotton,35,9
purplecloth,35,10
purplewool,35,10
purplecotton,35,10
pucloth,35,10
puwool,35,10
pucotton,35,10
bluecloth,35,11
bluewool,35,11
bluecotton,35,11
blucloth,35,11
bluwool,35,11
blucotton,35,11
browncloth,35,12
brownwool,35,12
browncotton,35,12
brocloth,35,12
browool,35,12
brocotton,35,12
darkgreencloth,35,13
darkgreenwool,35,13
darkgreencotton,35,13
dgreencloth,35,13
dgreenwool,35,13
dgreencotton,35,13
greencloth,35,13
greenwool,35,13
greencotton,35,13
darkgrecloth,35,13
darkgrewool,35,13
darkgrecotton,35,13
dgrecloth,35,13
dgrewool,35,13
dgrecotton,35,13
grecloth,35,13
grewool,35,13
grecotton,35,13
redcloth,35,14
redwool,35,14
redcotton,35,14
rcloth,35,14
rwool,35,14
rcotton,35,14
blackcloth,35,15
blackwool,35,15
blackcotton,35,15
blacloth,35,15
blawool,35,15
blacotton,35,15
pistonmovingpiece,36,0
pistonmp,36,0
pistontop,36,0
yellowflower,37,0
yflower,37,0
flower,37,0
redrose,38,0
rrose,38,0
rose,38,0
redflower,38,0
rflower,38,0
brownmushroom,39,0
brownshroom,39,0
brownmush,39,0
bmushroom,39,0
bshroom,39,0
bmush,39,0
redmushroom,40,0
redshroom,40,0
redmush,40,0
rmushroom,40,0
rshroom,40,0
rmush,40,0
goldblock,41,0
blockgold,41,0
gblock,41,0
blockg,41,0
ironblock,42,0
steelblock,42,0
blockiron,42,0
blocksteel,42,0
iblock,42,0
stblock,42,0
blocki,42,0
blockst,42,0
smoothstonedoublestep,43,0
smoothstonedstep,43,0
stonedoublestep,43,0
stonedstep,43,0
sdoublestep,43,0
sdstep,43,0
doublesmoothstonestep,43,0
dsmoothstonestep,43,0
doublestonestep,43,0
dstonestep,43,0
doublesstep,43,0
doublestep,43,0
dstep,43,0
smoothstonedoubleslab,43,0
smoothstonedslab,43,0
stonedoubleslab,43,0
stonedslab,43,0
sdoubleslab,43,0
sdslab,43,0
doublesmoothstoneslab,43,0
dsmoothstoneslab,43,0
doublestoneslab,43,0
dstoneslab,43,0
doublesslab,43,0
doubleslab,43,0
dslab,43,0
smoothstonedoublehalfblock,43,0
smoothstonedhalfblock,43,0
stonedoublehalfblock,43,0
stonedhalfblock,43,0
sdoublehalfblock,43,0
sdhalfblock,43,0
doublesmoothstonehalfblock,43,0
dsmoothstonehalfblock,43,0
doublestonehalfblock,43,0
dstonehalfblock,43,0
doubleshalfblock,43,0
doublehalfblock,43,0
dhalfblock,43,0
sandstonedoublestep,43,1
sandstonedstep,43,1
sstonedoublestep,43,1
sstonedstep,43,1
ssdoublestep,43,1
ssdstep,43,1
doublesandstonestep,43,1
dsandstonestep,43,1
doublesstonestep,43,1
dsstonestep,43,1
doublessstep,43,1
dsstep,43,1
sandstonedoubleslab,43,1
sandstonedslab,43,1
sstonedoubleslab,43,1
sstonedslab,43,1
ssdoubleslab,43,1
ssdslab,43,1
doublesandstoneslab,43,1
dsandstoneslab,43,1
doublesstoneslab,43,1
dsstoneslab,43,1
doublessslab,43,1
dsslab,43,1
sandstonedoublehalfblock,43,1
sandstonedhalfblock,43,1
sstonedoublehalfblock,43,1
sstonedhalfblock,43,1
ssdoublehalfblock,43,1
ssdhalfblock,43,1
doublesandstonehalfblock,43,1
dsandstonehalfblock,43,1
doublesstonehalfblock,43,1
dsstonehalfblock,43,1
doublesshalfblock,43,1
dsshalfblock,43,1
woodenplankstonedoublehalfblock,43,2
woodenplankstonedhalfblock,43,2
woodplankstonedoublehalfblock,43,2
woodplankstonedhalfblock,43,2
wplankstonedoublehalfblock,43,2
wplankstonedhalfblock,43,2
plankstonedoublehalfblock,43,2
planstonekdhalfblock,43,2
woodenstonedoublehalfblock,43,2
woodenstonedhalfblock,43,2
woodstonedoublehalfblock,43,2
woodstonedhalfblock,43,2
wstonedoublehalfblock,43,2
wstonedhalfblock,43,2
doublewoodenplankstonehalfblock,43,2
dwoodenplankstonehalfblock,43,2
doublewoodplankstonehalfblock,43,2
dwoodplankstonehalfblock,43,2
doublewplankstonehalfblock,43,2
dwplankstonehalfblock,43,2
doubleplankstonehalfblock,43,2
dplankstonehalfblock,43,2
doublewoodenstonehalfblock,43,2
dwoodenstonehalfblock,43,2
doublewoodstonehalfblock,43,2
dwoodstonehalfblock,43,2
doublewstonehalfblock,43,2
dwstonehalfblock,43,2
woodenplankstonedoublestep,43,2
woodenplankstonedstep,43,2
woodplankstonedoublestep,43,2
woodplankstonedstep,43,2
wplankstonedoublestep,43,2
wplankstonedstep,43,2
plankstonedoublestep,43,2
plankstonedstep,43,2
woodenstonedoublestep,43,2
woodenstonedstep,43,2
woodstonedoublestep,43,2
woodstonedstep,43,2
wstonedoublestep,43,2
wstonedstep,43,2
doublewoodenplankstonestep,43,2
dwoodenplankstonestep,43,2
doublewoodplankstonestep,43,2
dwoodplankstonestep,43,2
doublewplankstonestep,43,2
dwplankstonestep,43,2
doubleplankstonestep,43,2
dplankstonestep,43,2
doublewoodenstonestep,43,2
dwoodenstonestep,43,2
doublewoodstonestep,43,2
dwoodstonestep,43,2
doublewstonestep,43,2
dwstonestep,43,2
woodenplankstonedoubleslab,43,2
woodenplankstonedslab,43,2
woodplankstonedoubleslab,43,2
woodplankstonedslab,43,2
wplankstonedoubleslab,43,2
wplankstonedslab,43,2
plankstonedoubleslab,43,2
plankstonedslab,43,2
woodenstonedoubleslab,43,2
woodenstonedslab,43,2
woodstonedoubleslab,43,2
woodstonedslab,43,2
wstonedoubleslab,43,2
wstonedslab,43,2
doublewoodenplankstoneslab,43,2
dwoodenplankstoneslab,43,2
doublewoodplankstoneslab,43,2
dwoodplankstoneslab,43,2
doublewplankstoneslab,43,2
dwplankstoneslab,43,2
doubleplankstoneslab,43,2
dplankstoneslab,43,2
doublewoodenstoneslab,43,2
dwoodenstoneslab,43,2
doublewoodstoneslab,43,2
dwoodstoneslab,43,2
doublewstoneslab,43,2
dwstoneslab,43,2
cobblestonedoublestep,43,3
cobblestonedstep,43,3
cobbledoublestep,43,3
cobbledstep,43,3
cstonedoublestep,43,3
cstonedstep,43,3
csdoublestep,43,3
csdstep,43,3
doublecobblestonestep,43,3
dcobblestonestep,43,3
doublecobblestep,43,3
dcobblestep,43,3
doublecstonestep,43,3
dcstonestep,43,3
doublecsstep,43,3
dcsstep,43,3
cobblestonedoubleslab,43,3
cobblestonedslab,43,3
cobbledoubleslab,43,3
cobbledslab,43,3
cstonedoubleslab,43,3
cstonedslab,43,3
csdoubleslab,43,3
csdslab,43,3
doublecobblestoneslab,43,3
dcobblestoneslab,43,3
doublecobbleslab,43,3
dcobbleslab,43,3
doublecstoneslab,43,3
dcstoneslab,43,3
doublecsslab,43,3
dcsslab,43,3
cobblestonedoublehalfblock,43,3
cobblestonedhalfblock,43,3
cobbledoublehalfblock,43,3
cobbledhalfblock,43,3
cstonedoublehalfblock,43,3
cstonedhalfblock,43,3
csdoublehalfblock,43,3
csdhalfblock,43,3
doublecobblestonehalfblock,43,3
dcobblestonehalfblock,43,3
doublecobblehalfblock,43,3
dcobblehalfblock,43,3
doublecstonehalfblock,43,3
dcstonehalfblock,43,3
doublecshalfblock,43,3
dcshalfblock,43,3
brickblockdoublestep,43,4
brickblockdstep,43,4
brickbdoublestep,43,4
brickbdstep,43,4
brickdoublestep,43,4
brickdstep,43,4
bdoublestep,43,4
bdstep,43,4
brickblockdoubleslab,43,4
brickblockdslab,43,4
brickbdoubleslab,43,4
brickbdslab,43,4
brickdoubleslab,43,4
brickdslab,43,4
bdoubleslab,43,4
bdslab,43,4
doublebrickblockstep,43,4
dbrickblockstep,43,4
doublebrickbstep,43,4
dbrickbstep,43,4
doublebrickstep,43,4
dbrickstep,43,4
doublebstep,43,4
dbstep,43,4
doublebrickblockslab,43,4
dbrickblockslab,43,4
doublebrickbslab,43,4
dbrickbslab,43,4
doublebrickslab,43,4
dbrickslab,43,4
doublebslab,43,4
dbslab,43,4
brickblockdoublehalfblock,43,4
brickblockdhalfblock,43,4
brickbdoublehalfblock,43,4
brickbdhalfblock,43,4
brickdoublehalfblock,43,4
brickdhalfblock,43,4
bdoublehalfblock,43,4
bdhalfblock,43,4
doublebrickblockhalfblock,43,4
dbrickblockhalfblock,43,4
doublebrickbhalfblock,43,4
dbrickbhalfblock,43,4
doublebrickhalfblock,43,4
dbrickhalfblock,43,4
doublebhalfblock,43,4
dbhalfblock,43,4
stonebrickdoublestep,43,5
stonebrickdstep,43,5
stonebdoublestep,43,5
stonebdstep,43,5
sbrickdoublestep,43,5
sbrickdstep,43,5
sbdoublestep,43,5
sbdstep,43,5
stonebrickdoubleslab,43,5
stonebrickdslab,43,5
stonebdoubleslab,43,5
stonebdslab,43,5
sbrickdoubleslab,43,5
sbrickdslab,43,5
sbdoubleslab,43,5
sbdslab,43,5
doublestonebrickstep,43,5
dstonebrickstep,43,5
doublestonebstep,43,5
dstonebstep,43,5
doublesbrickstep,43,5
dsbrickstep,43,5
doublesbstep,43,5
dsbstep,43,5
doublestonebrickslab,43,5
dstonebrickslab,43,5
doublestonebslab,43,5
dstonebslab,43,5
doublesbrickslab,43,5
dsbrickdslab,43,5
doublesbslab,43,5
dsbslab,43,5
stonebrickdoublehalfblock,43,5
stonebrickdhalfblock,43,5
stonebdoublehalfblock,43,5
stonebdhalfblock,43,5
sbrickdoublehalfblock,43,5
sbrickdhalfblock,43,5
sbdoublehalfblock,43,5
sbdhalfblock,43,5
doublestonebrickhalfblock,43,5
dstonebrickhalfblock,43,5
doublestonebhalfblock,43,5
dstonebhalfblock,43,5
doublesbrickhalfblock,43,5
dsbrickhalfblock,43,5
doublesbhalfblock,43,5
dsbhalfblock,43,5
adminslab,43,6
magicslab,43,6
adslab,43,6
smoothstonestep,44,0
stonestep,44,0
sstep,44,0
step,44,0
smoothstoneslab,44,0
stoneslab,44,0
sslab,44,0
slab,44,0
smoothstonehalfblock,44,0
stonehalfblock,44,0
shalfblock,44,0
halfblock,44,0
sandstonestep,44,1
sstonestep,44,1
ssstep,44,1
sandstoneslab,44,1
sstoneslab,44,1
ssslab,44,1
sandstonehalfblock,44,1
sstonehalfblock,44,1
sshalfblock,44,1
woodenplankstonestep,44,2
woodplankstonestep,44,2
wplankstonestep,44,2
plankstonestep,44,2
woodenstonestep,44,2
woodstonestep,44,2
wstonestep,44,2
woodenplankstoneslab,44,2
woodplankstoneslab,44,2
wplankstoneslab,44,2
plankstoneslab,44,2
woodenstoneslab,44,2
woodstoneslab,44,2
wstoneslab,44,2
woodenplankstonehalfblock,44,2
woodplankstonehalfblock,44,2
wplankstonehalfblock,44,2
plankstonehalfblock,44,2
woodenstonehalfblock,44,2
woodstonehalfblock,44,2
wstonehalfblock,44,2
cobblestonestep,44,3
cobblestep,44,3
cstonestep,44,3
csstep,44,3
cobblestoneslab,44,3
cobbleslab,44,3
cstoneslab,44,3
csslab,44,3
cobblestonehalfblock,44,3
cobblehalfblock,44,3
cstonehalfblock,44,3
cshalfblock,44,3
brickblockstep,44,4
brickbstep,44,4
brickstep,44,4
bstep,44,4
brickblockslab,44,4
brickbslab,44,4
brickslab,44,4
bslab,44,4
brickblockhalfblock,44,4
brickbhalfblock,44,4
brickhalfblock,44,4
bhalfblock,44,4
stonebrickstep,44,5
stonebstep,44,5
sbrickstep,44,5
sbstep,44,5
stonebrickslab,44,5
stonebslab,44,5
sbrickslab,44,5
sbslab,44,5
stonebrickhalfblock,44,5
stonebhalfblock,44,5
sbrickhalfblock,44,5
sbhalfblock,44,5
brickblock,45,0
blockbrick,45,0
bblock,45,0
blockb,45,0
tntblock,46,0
blocktnt,46,0
bombblock,46,0
blockbomb,46,0
dynamiteblock,46,0
blockdynamite,46,0
tnt,46,0
bomb,46,0
dynamite,46,0
bookcase,47,0
casebook,47,0
bookshelf,47,0
shelfbook,47,0
bookblock,47,0
blockbook,47,0
mossycobblestone,48,0
mosscobblestone,48,0
mcobblestone,48,0
mossycobble,48,0
