#version: ${full.version}
#If you change this file, it will not be automatically updated after the next release.
#item,id,metadata
trunkleaves,18,0
woodleaves,18,0
oakleaves,18,0
oakleaf,18,0
oleaves,18,0
oleaf,18,0
oaktreeleaves,18,0
oaklogleaves,18,0
oaktrunkleaves,18,0
oakwoodleaves,18,0
otreeleaves,18,0
ologleaves,18,0
otrunkleaves,18,0
owoodleaves,18,0
treeleaf,18,0
logleaf,18,0
trunkleaf,18,0
woodleaf,18,0
oaktreeleaf,18,0
oaklogleaf,18,0
oaktrunkleaf,18,0
oakwoodleaf,18,0
otreeleaf,18,0
ologleaf,18,0
otrunkleaf,18,0
owoodleaf,18,0
pineleaves,18,1
pineleaf,18,1
pleaves,18,1
pleaf,18,1
pinetreeleaves,18,1
pinelogleaves,18,1
pinetrunkleaves,18,1
pinewoodleaves,18,1
ptreeleaves,18,1
plogleaves,18,1
ptrunkleaves,18,1
pwoodleaves,18,1
spruceleaves,18,1
spruceleaf,18,1
sleaves,18,1
sleaf,18,1
sprucetreeleaves,18,1
sprucelogleaves,18,1
sprucetrunkleaves,18,1
sprucewoodleaves,18,1
streeleaves,18,1
slogleaves,18,1
strunkleaves,18,1
swoodleaves,18,1
darkleaves,18,1
darkleaf,18,1
dleaves,18,1
dleaf,18,1
darktreeleaves,18,1
darklogleaves,18,1
darktrunkleaves,18,1
darkwoodleaves,18,1
dtreeleaves,18,1
dlogleaves,18,1
dtrunkleaves,18,1
dwoodleaves,18,1
sprucetreeleaf,18,1
sprucelogleaf,18,1
sprucetrunkleaf,18,1
sprucewoodleaf,18,1
streeleaf,18,1
slogleaf,18,1
strunkleaf,18,1
swoodleaf,18,1
pinetreeleaf,18,1
pinelogleaf,18,1
pinetrunkleaf,18,1
pinewoodleaf,18,1
ptreeleaf,18,1
plogleaf,18,1
ptrunkleaf,18,1
pwoodleaf,18,1
darktreeleaf,18,1
darklogleaf,18,1
darktrunkleaf,18,1
darkwoodleaf,18,1
dtreeleaf,18,1
dlogleaf,18,1
dtrunkleaf,18,1
dwoodleaf,18,1
birchleaves,18,2
birchleaf,18,2
bleaves,18,2
bleaf,18,2
birchtreeleaves,18,2
birchlogleaves,18,2
birchtrunkleaves,18,2
birchwoodleaves,18,2
btreeleaves,18,2
blogleaves,18,2
btrunkleaves,18,2
bwoodleaves,18,2
lightleaves,18,2
lightleaf,18,2
lleaves,18,2
lleaf,18,2
lighttreeleaves,18,2
lightlogleaves,18,2
lighttrunkleaves,18,2
lightwoodleaves,18,2
ltreeleaves,18,2
llogleaves,18,2
ltrunkleaves,18,2
lwoodleaves,18,2
whiteleaves,18,2
whiteleaf,18,2
wleaves,18,2
wleaf,18,2
whitetreeleaves,18,2
whitelogleaves,18,2
whitetrunkleaves,18,2
whitewoodleaves,18,2
wtreeleaves,18,2
wlogleaves,18,2
wtrunkleaves,18,2
wwoodleaves,18,2
birchtreeleaf,18,2
birchlogleaf,18,2
birchtrunkleaf,18,2
birchwoodleaf,18,2
btreeleaf,18,2
blogleaf,18,2
btrunkleaf,18,2
bwoodleaf,18,2
lighttreeleaf,18,2
lightlogleaf,18,2
lighttrunkleaf,18,2
lightwoodleaf,18,2
ltreeleaf,18,2
llogleaf,18,2
ltrunkleaf,18,2
lwoodleaf,18,2
whitetreeleaf,18,2
whitelogleaf,18,2
whitetrunkleaf,18,2
whitewoodleaf,18,2
wtreeleaf,18,2
wlogleaf,18,2
wtrunkleaf,18,2
wwoodleaf,18,2
jungleleaves,18,3
jungleleaf,18,3
jleaves,18,3
jleaf,18,3
jungletreeleaves,18,3
junglelogleaves,18,3
jungletrunkleaves,18,3
junglewoodleaves,18,3
jtreeleaves,18,3
jlogleaves,18,3
jtrunkleaves,18,3
jwoodleaves,18,3
forestleaves,18,3
forestleaf,18,3
fleaves,18,3
fleaf,18,3
foresttreeleaves,18,3
forestlogleaves,18,3
foresttrunkleaves,18,3
forestwoodleaves,18,3
ftreeleaves,18,3
flogleaves,18,3
ftrunkleaves,18,3
fwoodleaves,18,3
jungletreeleaf,18,3
junglelogleaf,18,3
jungletrunkleaf,18,3
junglewoodleaf,18,3
jtreeleaf,18,3
jlogleaf,18,3
jtrunkleaf,18,3
jwoodleaf,18,3
foresttreeleaf,18,3
forestlogleaf,18,3
foresttrunkleaf,18,3
forestwoodleaf,18,3
ftreeleaf,18,3
flogleaf,18,3
ftrunkleaf,18,3
fwoodleaf,18,3
sponge,19,0
wetsponge,19,1
glass,20,0
blockglass,20,0
glassblock,20,0
lapislazuliore,21,0
lapislazulio,21,0
orelapislazuli,21,0
olapislazuli,21,0
lapisore,21,0
lapiso,21,0
orelapis,21,0
olapis,21,0
lore,21,0
orel,21,0
lapislazuliblock,22,0
blocklapislazuli,22,0
lapisblock,22,0
blocklapis,22,0
lblock,22,0
blockl,22,0
dispenser,23,0
dispense,23,0
sandstone,24,0
sastone,24,0
cpstone,24,1
creepersandstone,24,1
creepersastone,24,1
creepsandstone,24,1
creepsastone,24,1
csandstone,24,1
csastone,24,1
hieroglyphicsandstone,24,1
hieroglyphicsastone,24,1
hieroglyphsandstone,24,1
hieroglyphsastone,24,1
hsandstone,24,1
hsastone,24,1
pyramidsandstone,24,1
pyramidsastone,24,1
psandstone,24,1
psastone,24,1
chiseledsandstone,24,1
chiseledsastone,24,1
chiselsandstone,24,1
chiselsastone,24,1
smstone,24,2
smoothsandstone,24,2
smoothsastone,24,2
ssandstone,24,2
smsastone,24,2
ssastone,24,2
noteblock,25,0
musicblock,25,0
nblock,25,0
mblock,25,0
poweredtrack,27,0
poweredrails,27,0
poweredrail,27,0
boostertrack,27,0
boosterrails,27,0
boosterrail,27,0
powertrack,27,0
powerrails,27,0
powerrail,27,0
boosttrack,27,0
boostrails,27,0
boostrail,27,0
ptrack,27,0
prails,27,0
prail,27,0
btrack,27,0
brails,27,0
brail,27,0
detectortrack,28,0
detectorrails,28,0
detectorrail,28,0
detectingtrack,28,0
detectingrails,28,0
detectingrail,28,0
detecttrack,28,0
detectrails,28,0
detectrail,28,0
dtrack,28,0
drails,28,0
drail,28,0
stickypistonbase,29,0
stickypiston,29,0
stickpistonbase,29,0
stickpiston,29,0
stickyp,29,0
spistonbase,29,0
spiston,29,0
pistonstickybase,29,0
pistonsticky,29,0
pistonstickbase,29,0
pistonstick,29,0
pistonsbase,29,0
pistons,29,0
psticky,29,0
pstick,29,0
spiderweb,30,0
cobweb,30,0
sweb,30,0
cweb,30,0
web,30,0
longgrass,31,1
tallgrass,31,1
wildgrass,31,1
grasslong,31,1
grasstall,31,1
grasswild,31,1
lgrass,31,1
tgrass,31,1
wgrass,31,1
fern,31,2
bush,31,2
deadshrub,32,0
dshrub,32,0
deadbush,32,0
dbush,32,0
deadsapling,32,0
piston,33,0
pistonbase,33,0
pistonblock,33,0
whitewool,35,0
whitecloth,35,0
whitecotton,35,0
wcloth,35,0
wwool,35,0
wcotton,35,0
cloth,35,0
wool,35,0
cotton,35,0
orangewool,35,1
orangecloth,35,1
orangecotton,35,1
ocloth,35,1
owool,35,1
ocotton,35,1
magentawool,35,2
magentacloth,35,2
magentacotton,35,2
mcloth,35,2
mwool,35,2
mcotton,35,2
lightbluewool,35,3
lightbluecloth,35,3
lightbluecotton,35,3
lbluecloth,35,3
lbluewool,35,3
lbluecotton,35,3
lightblucloth,35,3
lightbluwool,35,3
lightblucotton,35,3
lblucloth,35,3
lbluwool,35,3
lblucotton,35,3
lbcloth,35,3
lbwool,35,3
lbcotton,35,3
yellowwool,35,4
yellowcloth,35,4
yellowcotton,35,4
ycloth,35,4
ywool,35,4
ycotton,35,4
lightgreenwool,35,5
lightgreencloth,35,5
lightgreencotton,35,5
lgreencloth,35,5
lgreenwool,35,5
lgreencotton,35,5
lightgrecloth,35,5
lightgrewool,35,5
lightgrecotton,35,5
lgrecloth,35,5
lgrewool,35,5
lgrecotton,35,5
limecloth,35,5
limewool,35,5
limecotton,35,5
lcloth,35,5
lwool,35,5
lcotton,35,5
pinkwool,35,6
pinkcloth,35,6
pinkcotton,35,6
picloth,35,6
piwool,35,6
picotton,35,6
darkgraywool,35,7
darkgraycloth,35,7
darkgraycotton,35,7
darkgreywool,35,7
darkgreycloth,35,7
darkgreycotton,35,7
dgraycloth,35,7
dgraywool,35,7
dgraycotton,35,7
dgreycloth,35,7
dgreywool,35,7
dgreycotton,35,7
darkgracloth,35,7
darkgrawool,35,7
darkgracotton,35,7
dgracloth,35,7
dgrawool,35,7
dgracotton,35,7
graycloth,35,7
graywool,35,7
graycotton,35,7
greycloth,35,7
greywool,35,7
greycotton,35,7
gracloth,35,7
grawool,35,7
gracotton,35,7
lgwool,35,8
lightgraywool,35,8
lightgraycloth,35,8
lightgraycotton,35,8
lgraycloth,35,8
lgraywool,35,8
lgraycotton,35,8
lightgreywool,35,8
lightgreycloth,35,8
lightgreycotton,35,8
lgreycloth,35,8
lgreywool,35,8
lgreycotton,35,8
lightgracloth,35,8
lightgrawool,35,8
lightgracotton,35,8
lgracloth,35,8
lgrawool,35,8
lgracotton,35,8
silvercloth,35,8
silverwool,35,8
silvercotton,35,8
sicloth,35,8
siawool,35,8
siacotton,35,8
cyanwool,35,9
cyancloth,35,9
cyancotton,35,9
ccloth,35,9
cwool,35,9
ccotton,35,9
purplewool,35,10
purplecloth,35,10
purplecotton,35,10
pucloth,35,10
puwool,35,10
pucotton,35,10
bluewool,35,11
bluecloth,35,11
bluecotton,35,11
blucloth,35,11
bluwool,35,11
blucotton,35,11
brownwool,35,12
browncloth,35,12
browncotton,35,12
brocloth,35,12
browool,35,12
brocotton,35,12
darkgreenwool,35,13
darkgreencloth,35,13
darkgreencotton,35,13
dgreencloth,35,13
dgreenwool,35,13
dgreencotton,35,13
greencloth,35,13
greenwool,35,13
greencotton,35,13
darkgrecloth,35,13
darkgrewool,35,13
darkgrecotton,35,13
dgrecloth,35,13
dgrewool,35,13
dgrecotton,35,13
grecloth,35,13
grewool,35,13
grecotton,35,13
redwool,35,14
redcloth,35,14
redcotton,35,14
rcloth,35,14
rwool,35,14
rcotton,35,14
blackwool,35,15
blackcloth,35,15
blackcotton,35,15
blacloth,35,15
blawool,35,15
blacotton,35,15
dandelion,37,0
yellowdandelion,37,0
ydandelion,37,0
yellowflower,37,0
yflower,37,0
flower,37,0
rose,38,0
redrose,38,0
rrose,38,0
redflower,38,0
rflower,38,0
poppy,38,0
redpoppy,38,0
blueorchid,38,1
cyanorchid,38,1
lightblueorchid,38,1
lblueorchid,38,1
orchid,38,1
allium,38,2
magentaallium,38,2
azurebluet,38,3
whiteazurebluet,38,3
abluet,38,3
azureb,38,3
houstonia,38,3
redtulip,38,4
tulipred,38,4
rtulip,38,4
tulipr,38,4
orangetulip,38,5
tuliporange,38,5
otulip,38,5
tulipo,38,5
whitetulip,38,6
tulipwhite,38,6
wtulip,38,6
tulipw,38,6
pinktulip,38,7
tulippink,38,7
ptulip,38,7
tulipp,38,7
oxeye,38,8
daisy,38,8
oxeyedaisy,38,8
daisyoxeye,38,8
moondaisy,38,8
daisymoon,38,8
lightgrayoxeye,38,8
lgrayoxeye,38,8
lightgreyoxeye,38,8
lgreyoxeye,38,8
brownmushroom,39,0
brownshroom,39,0
brownmush,39,0
bmushroom,39,0
bshroom,39,0
bmush,39,0
redmushroom,40,0
redshroom,40,0
redmush,40,0
rmushroom,40,0
rshroom,40,0
rmush,40,0
goldblock,41,0
blockgold,41,0
gblock,41,0
blockg,41,0
ironblock,42,0
steelblock,42,0
blockiron,42,0
blocksteel,42,0
iblock,42,0
stblock,42,0
blocki,42,0
blockst,42,0
stonedoublestep,43,0
stonedstep,43,0
sdoublestep,43,0
sdstep,43,0
doublestonestep,43,0
dstonestep,43,0
doublesstep,43,0
doublestep,43,0
dstep,43,0
stonedoubleslab,43,0
stonedslab,43,0
sdoubleslab,43,0
sdslab,43,0
doublestoneslab,43,0
doublestoneslab2,181,0
dstoneslab,43,0
doublesslab,43,0
doubleslab,43,0
dslab,43,0
stonedoublehalfblock,43,0
stonedhalfblock,43,0
sdoublehalfblock,43,0
sdhalfblock,43,0
doublestonehalfblock,43,0
dstonehalfblock,43,0
doubleshalfblock,43,0
doublehalfblock,43,0
dhalfblock,43,0
sandstonedoublestep,43,1
sandstonedstep,43,1
sstonedoublestep,43,1
sstonedstep,43,1
ssdoublestep,43,1
ssdstep,43,1
doublesandstonestep,43,1
dsandstonestep,43,1
doublesstonestep,43,1
dsstonestep,43,1
doublessstep,43,1
dsstep,43,1
sandstonedoubleslab,43,1
sandstonedslab,43,1
sstonedoubleslab,43,1
sstonedslab,43,1
ssdoubleslab,43,1
ssdslab,43,1
doublesandstoneslab,43,1
dsandstoneslab,43,1
doublesstoneslab,43,1
dsstoneslab,43,1
doublessslab,43,1
dsslab,43,1
sandstonedoublehalfblock,43,1
sandstonedhalfblock,43,1
sstonedoublehalfblock,43,1
sstonedhalfblock,43,1
ssdoublehalfblock,43,1
ssdhalfblock,43,1
doublesandstonehalfblock,43,1
dsandstonehalfblock,43,1
doublesstonehalfblock,43,1
dsstonehalfblock,43,1
doublesshalfblock,43,1
dsshalfblock,43,1
plankstonedoublestep,43,2
woodenstonedoublestep,43,2
woodenstonedstep,43,2
woodstonedoublestep,43,2
woodstonedstep,43,2
wstonedoublestep,43,2
wstonedstep,43,2
doublewoodenstonestep,43,2
dwoodenstonestep,43,2
doublewoodstonestep,43,2
dwoodstonestep,43,2
doublewstonestep,43,2
dwstonestep,43,2
woodenstonedoubleslab,43,2
woodenstonedslab,43,2
woodstonedoubleslab,43,2
woodstonedslab,43,2
wstonedoubleslab,43,2
wstonedslab,43,2
doublewoodenstoneslab,43,2
dwoodenstoneslab,43,2
doublewoodstoneslab,43,2
dwoodstoneslab,43,2
doublewstoneslab,43,2
dwstoneslab,43,2
woodenstonedoublehalfblock,43,2
woodenstonedhalfblock,43,2
woodstonedoublehalfblock,43,2
woodstonedhalfblock,43,2
wstonedoublehalfblock,43,2
wstonedhalfblock,43,2
doublewoodenstonehalfblock,43,2
dwoodenstonehalfblock,43,2
doublewoodstonehalfblock,43,2
dwoodstonehalfblock,43,2
doublewstonehalfblock,43,2
dwstonehalfblock,43,2
cobblestonedoublestep,43,3
cobblestonedstep,43,3
cobbledoublestep,43,3
cobbledstep,43,3
cstonedoublestep,43,3
cstonedstep,43,3
csdoublestep,43,3
csdstep,43,3
doublecobblestonestep,43,3
dcobblestonestep,43,3
doublecobblestep,43,3
dcobblestep,43,3
doublecstonestep,43,3
dcstonestep,43,3
doublecsstep,43,3
dcsstep,43,3
cobblestonedoubleslab,43,3
cobblestonedslab,43,3
cobbledoubleslab,43,3
cobbledslab,43,3
cstonedoubleslab,43,3
cstonedslab,43,3
csdoubleslab,43,3
csdslab,43,3
doublecobblestoneslab,43,3
dcobblestoneslab,43,3
doublecobbleslab,43,3
dcobbleslab,43,3
doublecstoneslab,43,3
dcstoneslab,43,3
doublecsslab,43,3
dcsslab,43,3
cobblestonedoublehalfblock,43,3
cobblestonedhalfblock,43,3
cobbledoublehalfblock,43,3
cobbledhalfblock,43,3
cstonedoublehalfblock,43,3
cstonedhalfblock,43,3
csdoublehalfblock,43,3
csdhalfblock,43,3
doublecobblestonehalfblock,43,3
dcobblestonehalfblock,43,3
doublecobblehalfblock,43,3
dcobblehalfblock,43,3
doublecstonehalfblock,43,3
dcstonehalfblock,43,3
doublecshalfblock,43,3
dcshalfblock,43,3
brickdoublestep,43,4
brickdstep,43,4
bdoublestep,43,4
bdstep,43,4
brickdoubleslab,43,4
brickdslab,43,4
bdoubleslab,43,4
bdslab,43,4
doublebrickstep,43,4
dbrickstep,43,4
doublebstep,43,4
dbstep,43,4
doublebrickslab,43,4
dbrickslab,43,4
doublebslab,43,4
dbslab,43,4
brickdoublehalfblock,43,4
brickdhalfblock,43,4
bdoublehalfblock,43,4
bdhalfblock,43,4
doublebrickhalfblock,43,4
dbrickhalfblock,43,4
doublebhalfblock,43,4
dbhalfblock,43,4
stonebrickdoublestep,43,5
stonebrickdstep,43,5
stonebdoublestep,43,5
stonebdstep,43,5
sbrickdoublestep,43,5
sbrickdstep,43,5
sbdoublestep,43,5
sbdstep,43,5
stonebrickdoubleslab,43,5
stonebrickdslab,43,5
stonebdoubleslab,43,5
stonebdslab,43,5
sbrickdoubleslab,43,5
sbrickdslab,43,5
sbdoubleslab,43,5
sbdslab,43,5
doublestonebrickstep,43,5
dstonebrickstep,43,5
doublestonebstep,43,5
dstonebstep,43,5
doublesbrickstep,43,5
dsbrickstep,43,5
doublesbstep,43,5
dsbstep,43,5
doublestonebrickslab,43,5
dstonebrickslab,43,5
doublestonebslab,43,5
dstonebslab,43,5
doublesbrickslab,43,5
dsbrickdslab,43,5
doublesbslab,43,5
dsbslab,43,5
stonebrickdoublehalfblock,43,5
stonebrickdhalfblock,43,5
stonebdoublehalfblock,43,5
stonebdhalfblock,43,5
sbrickdoublehalfblock,43,5
sbrickdhalfblock,43,5
sbdoublehalfblock,43,5
sbdhalfblock,43,5
doublestonebrickhalfblock,43,5
dstonebrickhalfblock,43,5
doublestonebhalfblock,43,5
dstonebhalfblock,43,5
doublesbrickhalfblock,43,5
dsbrickhalfblock,43,5
doublesbhalfblock,43,5
dsbhalfblock,43,5
netherbrickdoubleslab,43,6
hellbrickdoubleslab,43,6
nbrickdoubleslab,43,6
hbrickdoubleslab,43,6
netherdoubleslab,43,6
helldoubleslab,43,6
nbdoubleslab,43,6
hbdoubleslab,43,6
hdoubleslab,43,6
ndoubleslab,43,6
netherbrickdoublestep,43,6
hellbrickdoublestep,43,6
nbrickdoublestep,43,6
hbrickdoublestep,43,6
netherdoublestep,43,6
helldoublestep,43,6
nbdoublestep,43,6
hbdoublestep,43,6
ndoublestep,43,6
hdoublestep,43,6
netherbrickdoublehalfblock,43,6
hellbrickdoublehalfblock,43,6
nbrickdoublehalfblock,43,6
hbrickdoublehalfblock,43,6
netherdoublehalfblock,43,6
helldoublehalfblock,43,6
nbdoublehalfblock,43,6
hbdoublehalfblock,43,6
ndoublehalfblock,43,6
hdoublehalfblock,43,6
netherbrickdslab,43,6
hellbrickdslab,43,6
nbrickdslab,43,6
hbrickdslab,43,6
netherdslab,43,6
helldslab,43,6
nbdslab,43,6
hbdslab,43,6
hdslab,43,6
ndslab,43,6
netherbrickdstep,43,6
hellbrickdstep,43,6
nbrickdstep,43,6
hbrickdstep,43,6
netherdstep,43,6
helldstep,43,6
nbdstep,43,6
hbdstep,43,6
ndstep,43,6
hdstep,43,6
netherbrickdhalfblock,43,6
hellbrickdhalfblock,43,6
nbrickdhalfblock,43,6
hbrickdhalfblock,43,6
netherdhalfblock,43,6
helldhalfblock,43,6
nbdhalfblock,43,6
hbdhalfblock,43,6
